oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Invalid_Blank,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Sex_Female,Sex_Male,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,All_Other_Languages,English,PLS_Other_Unknown,Spanish,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Other_Unknown,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,disp_CAH,disp_Childrens_or_Cancer,Zip_Blank_Invalid,Zip_Unknown,dx_Certain_Perinatal_Conditions,disp_Other,disp_Disaster_Care_Site,Unknown_inv_Payer,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Routine,a_disp_SN_IC_Care,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Sex_Female,a_Sex_Male,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Other_Unknown,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_Eth_Other_Unknown,a_eth_Hispanic,a_eth_NonHispanic,a_All_Other_Languages,a_English,a_PLS_Other_Unknown,a_Spanish,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Other_Unknown,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Residential_Care,a_Zip_Foreign,a_Zip_Unknown,a_Age_0_09,a_Age_10_19,a_racegrp_aman,a_racegrp_nhpi,a_dx_Congenital,a_dx_Factors_Influencing_Health,a_dx_Pregnancy_Childbirth,a_disp_Childrens_or_Cancer,a_sex_Oth_Unknown,a_dx_Certain_Perinatal_Condition,a_disp_CAH,a_disp_Other,a_Unknown_inv_Payer,a_Zip_Blank_Invalid,a_disp_Invalid_Blank,a_disp_Disaster_Care_Site,ED_STATIONS_ON_1231
106070990,070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,General Acute Care Hospital,Contra Costa,1425 S MAIN ST,WALNUT CREEK,94596,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,351,1540,104,1205,163,4,46,6,452,19,29,60844,802,5741,20639,611,36843,1738,65026,,311,215,35294,30269,10,7298,4899,6034,7429,6957,7606,7880,8130,9340,,216,9173,4363,990,348,10531,2724,37228,10194,52635,2744,1029,62970,83,1491,6812,20,4191,349,1057,871,769,1286,3686,3466,12341,2144,4197,188,2656,27,908,4838,1729,13962,2,5,20,1,76,,1,1,187,76,331,1919,292,9,37,3376,1242,276,5082,5,2101,53,7455,34,28,3729,3788,160,301,430,743,1276,1760,2683,,991,343,70,689,31,5354,24,709,6784,145,7261,4,107,1464,1036,90,4,282,10,430,1774,728,124,127,153,200,5,622,186,213,6,,5,,,104,60,16,23,6,3,60,,,,,37,,,,,52
106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,General Acute Care Hospital,Contra Costa,2540 EAST ST,CONCORD,94520,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 7,District 14,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,813,1164,85,378,55,,2,197,917,30,2,48002,666,2412,35124,893,10883,3057,50538,18,1324,401,28699,23664,6,5617,4995,6502,7379,6679,6450,6383,4825,3538,1,162,3370,6826,896,582,15394,778,24361,19932,31821,616,1279,41751,160,9179,4038,16,3066,212,1007,952,554,1265,3070,3413,8464,2751,4065,160,2033,51,886,4589,1962,9803,,20,,88,12,38,,,208,303,387,2482,204,55,46,3230,1367,1898,4488,547,1215,149,7935,306,53,3961,4336,231,404,705,1161,1914,1923,1930,,718,1065,118,1210,80,4977,78,1594,6625,335,7181,20,761,1748,1156,93,12,602,9,690,1496,724,170,121,275,232,,657,168,120,,7,3,1,2,,29,25,104,4,9,11,,,,,5,,,,,32
106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,General Acute Care Hospital,Contra Costa,6001 NORRIS CANYON RD,SAN RAMON,94583,Investor - Corporation,,Emergency - Basic,,,100-149,District 7,District 16,Alamo/Danville/Diablo/San Ramon,Urban,199,423,31,33,1,4,,,104,,,17097,67,3615,4467,455,8840,676,17655,,,341,9991,8063,,1860,1956,1696,2224,2280,2240,1886,2042,1870,,16,2684,1269,30,53,3364,679,9959,968,15943,1143,87,17819,23,125,1555,7,1049,110,323,361,186,380,1094,1194,4382,512,1115,52,573,4,266,1450,536,2891,2,92,2,56,14,1,,1,51,61,79,661,101,3,4,1456,419,159,1695,205,793,2,2798,1,47,1512,1342,48,136,202,259,425,734,1021,10,396,100,,352,78,1914,145,113,2596,17,2809,12,16,579,483,29,8,173,2,150,426,269,64,100,68,91,1,246,61,78,,1,18,,,,19,,14,2,7,17,,,,,,,8,,,12
106074097,074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,General Acute Care Hospital,Contra Costa,4501 SAND CREEK ROAD,ANTIOCH,94531,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 7,District 11,Brentwood Central and West/Oakley,Urban,667,1963,58,614,53,2,58,5,261,11,13,62624,269,13798,14375,896,34083,3490,65992,,419,206,36841,29797,6,9449,6364,8290,8786,8170,8316,7330,5757,4182,,268,5268,16066,1122,725,17988,2273,22934,17699,46820,2125,851,61794,107,3892,5270,9,4040,345,1366,989,807,1332,3364,4201,12379,1281,4832,157,2956,25,1112,6417,2002,13707,3,41,21,6,53,,2,2,298,90,212,1800,165,3,18,2747,563,542,3716,12,1575,75,5856,51,12,3062,2858,185,314,460,856,1146,1516,1406,5,538,1124,34,1030,25,3099,30,1071,4819,137,5501,4,278,1126,861,81,4,225,2,285,1823,393,67,76,98,160,4,421,106,129,1,,,,1,,32,17,53,5,,54,,,,,22,,,1,,36
106084001,084001,SUTTER COAST HOSPITAL,General Acute Care Hospital,Del Norte,800 E WASHINGTON BLVD,CRESCENT CITY,95531,Non-profit Corporation (incl. Church-related),Level IV,Emergency - Basic,SMALL/RURAL,,1-49,District 2,District 2,Crescent City/Gasquet/Klamath/Smith River,Rural,341,239,17,12,1,,7,244,83,,12,15690,93,8414,4072,1066,2540,654,14919,19,621,1115,8650,8096,,1809,1702,2196,2407,2058,1946,2231,1480,917,,792,168,213,696,46,1107,117,13607,1995,14508,243,55,16351,5,335,1031,13,1261,47,346,214,159,285,1038,1141,3653,823,1081,39,458,18,307,1909,907,2016,,7,,72,,,,,86,69,80,235,3,1,41,905,120,369,858,154,153,31,1322,46,191,790,775,55,101,102,229,353,383,277,,18,14,42,61,13,1349,22,100,1443,,1542,5,18,222,196,22,,70,,47,558,171,31,29,13,28,13,108,46,11,,21,4,,6,35,30,68,,,,,,,,,,,,,,11
106090793,090793,BARTON MEMORIAL HOSPITAL,General Acute Care Hospital,El Dorado,2170 SOUTH AVE,SOUTH LAKE TAHOE,96150,Non-profit Corporation (incl. Church-related),Level III,Emergency - Basic,SMALL/RURAL,,100-149,District 1,District 5,South Lake Tahoe,Rural,359,184,22,26,1,,,67,88,,,16645,3,6519,3004,768,6129,1062,14533,100,97,2747,8779,8698,6,1887,1709,2778,2929,2092,2011,2131,1368,578,,87,441,269,278,64,785,647,14912,3527,13594,362,172,16032,20,1259,1083,1,840,36,273,187,212,336,834,780,5152,786,1164,21,534,28,198,1367,525,3112,11,74,,6,14,3,,1,45,16,39,58,7,9,10,885,87,277,527,74,262,34,952,21,197,525,649,52,109,109,158,263,245,159,,24,14,11,35,26,1064,11,147,1016,15,1097,,62,112,202,10,1,49,,38,174,195,61,36,12,16,2,180,35,19,,2,2,4,,60,19,,,,2,30,7,,,7,,,,,,12
106090933,090933,MARSHALL MEDICAL CENTER,General Acute Care Hospital,El Dorado,1100 MARSHALL WAY,PLACERVILLE,95667,Non-profit Corporation (incl. Church-related),Level III,Emergency - Basic,SMALL/RURAL,,100-149,District 1,District 5,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,840,631,42,10,3,1,63,312,194,1,7,24299,273,10401,7342,1262,6921,574,25865,6,527,280,14155,12515,9,2569,2499,3052,3411,2812,3107,3474,3098,2653,4,208,188,254,278,67,2824,494,22366,2693,23508,478,84,25822,67,706,1677,4,1370,89,343,393,166,847,1466,1345,6345,1474,2192,41,881,29,414,2320,772,4511,1,,1,,,2,,179,145,73,125,453,156,4,5,2215,536,764,1715,158,1068,25,3603,119,18,1823,1918,111,204,255,437,809,934,971,4,21,18,16,221,40,3399,34,188,3519,12,3677,3,49,651,588,13,3,173,3,199,691,397,152,103,64,66,5,451,100,48,5,13,10,1,,,16,26,,1,1,32,,,,1,,11,,,,24
106100005,100005,CLOVIS COMMUNITY MEDICAL CENTER,General Acute Care Hospital,Fresno,2755 HERNDON AVE,CLOVIS,93611,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 8,District 23,Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,Rural,513,2604,73,133,96,,214,189,771,62,469,50718,553,25135,11455,1355,14857,3730,54960,26,1091,430,33401,23123,8,3411,4320,10942,9897,7606,6765,5868,4467,3256,,735,3082,3228,685,160,4316,317,44009,24150,31954,428,898,52284,36,3314,4521,10,3009,370,669,531,410,675,3666,2544,9003,2684,4976,181,2291,54,2640,3111,1568,13573,,56,,25,46,81,,,318,353,555,3346,412,35,353,5142,1474,2800,6821,104,2096,275,11886,159,51,6357,5739,569,864,1136,1740,2564,2635,2532,5,772,566,94,493,17,9958,44,3704,8348,363,10870,2,861,1872,2167,162,19,920,13,1147,1727,1095,163,205,423,324,6,1145,322,245,3,1,101,,,,51,149,47,1,21,119,1,,,,2,,,,,59
106100697,100697,COALINGA REGIONAL MEDICAL CENTER,General Acute Care Hospital,Fresno,1191 PHELPS AVE,COALINGA,93210,Investor - Limited Liability Company,,Emergency - Standby,SMALL/RURAL,,100-149,District 12,District 31,Coalinga,Rural,212,407,11,704,1,,,120,11,,27,7229,16,5421,427,152,2091,779,8793,4,,72,4876,3994,,1871,1418,1333,1357,1079,746,606,307,153,,27,97,239,16,,,21,8470,6450,2393,27,,6694,6,2170,348,7,684,46,373,127,86,557,422,674,1695,203,499,6,281,59,94,1387,305,1017,99,19,,1,,13,1,,,1,,,,,,3,6,,10,,,,10,,,2,8,,,,,,,,10,,,,,10,,10,,,,,10,,4,,,,2,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,9
106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,General Acute Care Hospital,Fresno,2823 FRESNO ST,FRESNO,93721,Non-profit Corporation (incl. Church-related),Level I,Emergency - Comprehensive,,Teaching,500+,District 14,District 31,Fresno West Central,Urban,144,6894,393,148,103,,266,2344,852,32,329,72136,968,56110,10298,2327,5976,10104,77342,31,6725,435,42616,42192,7,6776,6985,17083,17228,12910,10857,8013,3278,1685,,654,3554,11494,1311,240,4864,318,62380,47783,36620,412,1429,71626,47,11713,5235,24,4378,236,1062,936,817,2289,4161,5409,15622,5441,7274,168,4008,137,3214,4638,2659,17024,,43,1,281,83,162,1,,372,1900,1114,6078,536,235,692,12305,2969,12405,9942,1104,2313,1010,24519,2072,127,11831,14942,2036,2923,3526,4904,5733,3911,2574,,1631,2960,416,1418,47,19985,90,12533,14151,1157,21323,10,4284,4368,2943,193,64,1608,49,1658,3152,4717,2036,596,780,1132,2,1781,613,661,17,411,128,10,46,565,602,243,74,16,79,283,6,1,43,,11,,,,,73
106100797,100797,ADVENTIST HEALTH REEDLEY,General Acute Care Hospital,Fresno,372 W CYPRESS AVE,REEDLEY,93654,Non-profit Corporation (incl. Church-related),,Emergency - Standby,SMALL/RURAL,,1-49,District 14,District 31,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,Rural,613,1074,42,22,2,199,,68,45,1,1,36154,57,28109,3549,473,4320,1865,38151,1,39,104,21419,16896,4,8883,6123,6059,5244,4199,3143,2302,1379,987,,13,119,159,30,17,16217,568,21196,33549,4366,404,145,24490,12,13672,1275,9,3619,137,1733,520,450,1395,2279,3973,6156,918,2208,82,1122,29,1329,5133,1335,4573,,31,1,23,44,10,,3,13,11,7,52,2,,1,108,57,108,113,2,23,6,245,6,,149,103,21,29,21,33,37,43,59,9,,,,81,14,157,7,185,60,,145,1,106,35,25,,1,19,1,36,29,13,9,5,,6,6,40,3,3,,,,,1,,,,,,2,19,1,,,,,,,,,10
106100899,100899,ST. AGNES MEDICAL CENTER,General Acute Care Hospital,Fresno,1303 E HERNDON AVE,FRESNO,93720,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 8,District 23,Fresno North Central,Urban,584,4822,128,214,9,,4,24,562,21,235,51303,126,31704,12190,1468,10735,2065,55881,12,1732,450,35236,22926,,1928,3677,12143,11043,8006,7241,6289,4302,3533,,311,2592,6334,38,59,4511,303,44014,26952,31201,9,875,52680,2,4605,4897,13,3848,347,745,1060,445,632,4189,2774,8739,3527,4162,208,2478,58,5699,3228,1624,9466,12,66,1,86,23,50,2,,179,821,714,3783,417,22,184,10739,1688,6447,9623,178,2357,128,18152,466,108,10995,7738,2065,2124,1609,2270,3353,3402,3704,,1201,1384,28,1151,127,14757,52,6962,11719,593,16359,,1781,3195,2446,129,16,1108,18,1556,2149,1344,377,248,444,519,1,1554,412,481,6,2,167,1,6,,206,85,,4,26,2706,5,,,,6,,,,,48
106104062,104062,KAISER FOUNDATION HOSPITAL - FRESNO,General Acute Care Hospital,Fresno,7300 N FRESNO ST,FRESNO,93720,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 8,District 23,Fresno North Central,Urban,296,809,51,702,106,5,32,1,439,15,5,46610,448,3863,13960,1167,29154,1641,49316,,265,196,28266,21512,7,4784,3992,6912,6559,5601,5434,5752,5586,5164,1,309,3594,4057,484,119,20448,723,20051,21189,27929,667,650,46571,79,2485,4398,11,2973,146,997,801,542,867,2691,2605,9168,1321,3947,91,2406,18,933,4011,1342,10495,,266,7,1,22,,,,115,48,276,1787,250,18,20,2543,570,106,3904,11,1581,32,5598,21,14,3063,2571,178,274,366,550,1122,1471,1656,,330,402,27,1604,23,3206,11,1660,3963,75,5251,11,297,1065,834,66,2,290,1,373,1400,420,53,71,100,170,,483,60,194,3,,,,,,17,42,,,1,51,,,,,4,,1,,,21
106110889,110889,GLENN MEDICAL CENTER,General Acute Care Hospital,Glenn,1133 W SYCAMORE ST,WILLOWS,95988,Investor - Limited Liability Company,Level IV,Emergency - Standby,SMALL/RURAL,,1-49,District 4,District 3,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,551,219,13,,,,,160,52,,1,5377,23,3195,1583,186,1092,348,6319,1,7,72,3441,2963,,740,701,872,888,711,760,682,567,483,,175,,120,34,168,1406,57,4444,1626,4770,8,45,5807,15,537,361,,386,22,230,133,58,286,269,274,1522,226,342,12,170,1,74,734,291,1013,6,,,5,,2,,,16,15,6,1,,1,,77,97,59,141,,20,,217,3,,119,101,,,,12,49,71,69,19,,,,23,14,183,,25,195,,205,3,12,19,12,3,,8,,30,68,1,2,1,1,6,,41,14,7,1,,5,,,,,,,,7,,,,,,1,,,,,4
106121002,121002,MAD RIVER COMMUNITY HOSPITAL,General Acute Care Hospital,Humboldt,3800 JANES RD,ARCATA,95521,Investor - Corporation,Level IV,Emergency - Basic,,,50-99,District 2,District 2,Arcata/Eureka,Rural,358,327,32,5,1,2,,132,105,2,3,11300,18,5927,2742,807,2389,411,11640,,388,254,6369,5931,,1028,1135,2173,1978,1563,1350,1332,1072,669,,1451,141,305,651,89,662,13,8988,1590,10265,445,17,11854,114,315,745,3,785,58,237,158,92,408,682,642,2995,657,813,25,432,22,181,1078,768,1519,,15,5,13,,,,24,39,37,42,18,10,,11,947,59,475,452,37,210,5,1139,27,15,611,570,45,62,77,78,160,169,169,,,19,43,48,12,911,33,122,1026,,1162,8,11,81,112,9,,57,,27,157,95,37,7,8,22,,112,23,8,1,,14,,,408,13,148,,,1,27,1,,398,2,,2,,,,12
106121031,121031,JEROLD PHELPS COMMUNITY HOSPITAL,General Acute Care Hospital,Humboldt,733 CEDAR ST,GARBERVILLE,95542,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 2,District 2,Garberville/Redway,Frontier,119,77,7,,,,23,10,3,1,7,2675,4,124,597,86,1780,341,2722,35,73,98,1417,1511,,272,239,309,556,386,358,356,324,128,,44,36,33,37,20,564,2,2192,425,2274,229,27,2739,6,156,150,,233,13,76,62,29,44,150,175,806,123,168,3,79,4,35,256,196,326,1,1,,,,,,,6,2,1,,,,,9,15,6,25,1,1,,31,2,,12,21,,,,,11,11,,11,,,,,2,31,5,,28,,32,1,,2,4,1,,1,,2,3,4,2,1,,1,,7,2,3,,,,,,,,,,,,,,,,,,,,,,2
106121051,121051,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,General Acute Care Hospital,Humboldt,3300 RENNER DR,FORTUNA,95540,Investor - Limited Liability Company,,Emergency - Basic,SMALL/RURAL,,1-49,District 2,District 2,Ferndale/Fortuna/Rio Dell/Scotia,Rural,422,182,30,19,2,9,4,67,49,,,9610,47,4793,2774,553,1896,515,10287,6,99,139,5565,4965,1,1061,1058,1302,1533,1275,1027,1424,1016,835,,346,56,119,139,19,1269,212,8371,1296,8874,361,30,10019,35,447,704,4,705,42,273,135,95,234,611,522,2460,423,639,28,363,16,162,1007,610,1498,89,1,,,,,,,47,18,32,23,14,1,8,361,72,130,366,23,54,7,544,31,5,291,289,16,38,54,71,125,114,159,3,,,,22,16,529,21,15,544,,569,11,,62,106,4,1,59,,20,163,24,15,12,5,8,,59,22,6,,,2,,,,,13,,,14,,,,,2,,,,,,8
106121080,121080,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA,General Acute Care Hospital,Humboldt,2700 DOLBEER ST,EUREKA,95501,Investor - Limited Liability Company,Level III,Emergency - Basic,,,100-149,District 2,District 2,Arcata/Eureka,Rural,493,737,48,125,9,122,3,410,345,10,7,25400,144,13280,6824,1594,5035,1220,25905,20,1573,449,13966,13973,14,2294,1983,4121,4883,4009,3414,3376,2461,1409,3,1488,560,930,741,174,2636,760,20664,2741,24020,1192,195,27074,108,576,1921,5,1905,103,547,396,247,1266,1475,1280,5660,1690,2078,101,966,19,487,2095,1524,4165,65,35,,6,23,,,,184,247,210,257,174,28,189,2801,407,1210,2553,211,519,52,4149,357,39,2078,2467,201,319,443,612,1030,1050,822,,83,76,57,280,87,3684,152,239,4154,50,4408,9,78,963,598,27,4,172,1,246,896,586,128,109,104,92,4,330,136,75,5,13,24,,,24,44,259,19,1,17,56,1,,,4,,,,1,,20
106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,General Acute Care Hospital,Imperial,1415 ROSS AVE,EL CENTRO,92243,City or County,Level IV,Emergency - Basic,,,150-199,District 40,District 56,El Centro/Heber/Holtville/Imperial/Seeley,Rural,956,1515,100,183,18,,,39,10,3,2,30794,90,17145,9087,1098,5754,948,32644,104,657,580,17786,16246,,4078,3402,4409,4405,3716,3751,4603,3172,2495,1,38,201,674,323,,13727,299,18770,29669,4268,95,52,18873,55,15052,2522,9,2112,158,543,746,204,1313,2671,2359,5644,1169,2561,112,1322,30,752,2907,1079,5792,163,159,,47,27,,,,163,130,275,746,75,1,6,1619,413,869,2184,73,337,20,3301,119,44,1542,1941,135,183,293,406,847,728,837,,24,64,28,1082,24,2261,19,2963,501,,1483,10,1990,527,691,54,1,285,3,338,694,110,34,40,80,84,9,375,110,28,,37,14,16,3,33,21,,,1,3,16,4,,,,,,,,,20
106130760,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,General Acute Care Hospital,Imperial,207 W LEGION RD,BRAWLEY,92227,District,Level IV,Emergency - Basic,SMALL/RURAL,,100-149,District 40,District 56,Brawley/Westmorland,Rural,1101,1402,33,24,2,,1,411,81,,,39719,131,1863,5147,949,33976,991,42199,43,118,489,23853,19069,4,7476,5311,6197,6084,4685,4259,4288,2810,1816,,18,68,776,,,454,138,41472,36716,6038,172,17,30952,14,11943,2647,11,2733,259,765,701,324,1708,2864,3430,6557,634,3238,125,1560,33,1257,4325,1337,8380,2,,32,45,38,19,,,134,123,120,196,42,2,15,3000,220,1758,1112,73,679,282,3655,40,34,2420,1484,687,617,211,332,460,384,409,,12,48,,33,13,3798,13,3297,594,,2314,5,1585,306,330,8,2,169,2,183,486,140,9,71,21,57,1,306,93,19,4,38,3,171,4,722,82,,,,,1127,5,,574,1,1,,,,,16
106141273,141273,NORTHERN INYO HOSPITAL,General Acute Care Hospital,Inyo,150 PIONEER LN,BISHOP,93514,District,,Emergency - Basic,SMALL/RURAL,,1-49,District 8,District 26,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,325,100,12,9,2,,3,47,10,3,1,7730,59,2932,1948,296,2649,476,7631,31,17,622,4168,4133,,1040,862,923,1202,939,812,1039,855,629,,1316,100,104,159,21,515,112,5974,1749,6377,175,,7900,15,386,472,2,459,31,156,106,81,157,458,537,2233,275,694,23,280,21,121,745,235,1215,,,,,,,,,38,5,25,24,7,1,5,378,78,117,307,5,117,15,530,8,23,254,307,18,37,35,46,107,122,151,6,,,12,18,16,437,7,57,497,,539,1,21,54,92,3,2,50,1,21,109,61,14,21,8,9,12,58,19,26,,,,,,39,,78,,,1,,,,,,,,,,,7
106141338,141338,SOUTHERN INYO HOSPITAL,General Acute Care Hospital,Inyo,501 E LOCUST ST,LONE PINE,93545,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 8,District 26,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,137,14,6,,,,,32,2,,,1430,46,455,499,127,493,94,1530,27,,110,812,856,,126,150,160,218,157,196,261,240,160,,122,19,18,66,18,28,5,1392,341,1326,1,14,1579,3,72,118,,112,3,23,40,25,8,82,83,492,47,112,4,52,5,,148,55,259,1,,1,,,,,,,,1,,,,,,1,,2,,,,2,,,1,1,,,,,,,,2,,,,,2,,2,,,,,2,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2
106150706,150706,ADVENTIST HEALTH DELANO,General Acute Care Hospital,Kern,1401 GARCES HWY,DELANO,93215,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 14,District 32,Delano/McFarland,Urban,507,210,19,,,,,351,,2,259,27004,106,18714,1904,244,5668,1945,28277,,104,66,15128,13345,2,6614,4272,4404,3825,2970,2416,2038,1190,744,2,64,1247,494,220,27,14143,412,11868,24165,4041,269,131,17916,24,10404,1526,5,1893,153,1014,625,286,525,1844,1647,5349,1108,1659,39,954,12,834,3548,879,4536,,,,28,39,17,,,58,52,61,16,20,1,11,881,146,680,476,42,78,17,1269,17,6,624,669,109,111,136,187,265,206,236,,110,33,16,607,21,506,9,929,355,11,732,7,543,140,228,13,,123,,86,361,86,20,9,6,20,7,119,33,21,1,35,11,,1,20,23,,,,,21,,,,,,,,,,10
106150722,150722,BAKERSFIELD MEMORIAL HOSPITAL,General Acute Care Hospital,Kern,420 34TH ST,BAKERSFIELD,93301,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 16,District 34,Bakersfield Northeast/Oildale,Urban,337,3229,48,103,24,,40,13,29,22,25,56707,229,43269,6222,405,8245,2724,59229,10,1332,264,34180,26685,,21343,7277,9381,7604,4347,3949,3416,2098,1450,,484,845,4414,25,52,10884,1240,42921,37409,23193,263,226,51420,96,9123,2701,21,4383,231,1713,665,459,1163,3355,4096,8426,1219,2660,92,2189,77,5127,10565,2172,9174,2,57,2,28,377,,,,158,328,476,1058,242,5,264,7805,1068,5344,4414,121,1628,50,11192,326,33,6594,4963,1614,1261,877,1455,1930,1698,1330,,266,831,,1505,173,8679,33,5546,5978,91,9604,,1862,1797,1230,67,3,692,8,554,2161,883,61,199,164,366,,861,140,140,8,8,113,2,4,915,477,89,14,2,2,2092,24,,135,,,,,,,36
106150736,150736,KERN MEDICAL CENTER,General Acute Care Hospital,Kern,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,City or County,Level II,Emergency - Basic,,Teaching,200-299,District 16,District 32,Bakersfield Northeast/Oildale,Urban,322,6125,75,18,18,,65,2299,2318,20,9,33960,151,38317,43,1926,2613,2620,45075,1,243,200,22025,23491,3,4580,5096,9207,9249,6624,5616,3413,1258,476,,96,470,4653,258,20,801,301,38920,29932,15278,309,193,34721,43,10562,1947,15,2299,180,599,619,452,4546,2313,1907,9164,2530,3479,72,1994,5,1613,2132,1529,8072,21,105,,,52,13,,,160,511,202,342,110,127,358,5598,412,5604,1407,149,599,279,7791,206,40,4292,3746,1727,1668,1014,1182,1063,549,266,,123,760,38,83,24,6978,39,4834,3165,62,5987,10,1979,655,700,97,14,360,7,335,541,1686,409,156,133,276,1,302,225,126,3,191,,,1,196,373,19,13,8,6,1956,21,,45,,3,,,,,30
106150737,150737,KERN VALLEY HEALTHCARE DISTRICT,General Acute Care Hospital,Kern,6412 LAUREL AVE,LAKE ISABELLA,93240,District,,Emergency - Standby,SMALL/RURAL,,100-149,District 16,District 26,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,1012,688,21,,3,,,,,,,4870,12,1186,1045,68,3880,428,6502,14,14,76,3335,3272,,612,484,530,681,631,876,1336,790,667,,124,39,55,76,14,310,332,5657,691,5373,543,16,6518,,73,649,,479,20,153,154,73,63,359,395,1386,153,399,25,277,2,45,811,290,874,,,1,,,1,,,6,27,8,1,7,,1,198,42,78,183,1,9,20,288,,3,152,139,,17,14,41,75,52,87,5,,,,11,13,267,8,21,262,,288,3,,24,36,2,,22,,23,38,10,4,5,1,3,,100,20,3,,,,,,,,,,,,,,,,1,,,,,,8
